Row,Day,Day.Of.Week,Date,Page.Loads,Unique.Visits,First.Time.Visits,Returning.Visits,ds,y
1686,Friday,6,2019-04-26,"5,400","3,780","3,089",691,2019-04-26,5400
1687,Saturday,7,2019-04-27,"3,710","2,465","2,038",427,2019-04-27,3710
1688,Sunday,1,2019-04-28,"4,788","3,294","2,728",566,2019-04-28,4788
1689,Monday,2,2019-04-29,"6,232","4,340","3,578",762,2019-04-29,6232
1690,Tuesday,3,2019-04-30,"6,093","4,264","3,440",824,2019-04-30,6093
1691,Wednesday,4,2019-05-01,"6,117","4,275","3,556",719,2019-05-01,6117
1692,Thursday,5,2019-05-02,"6,274","4,153","3,433",720,2019-05-02,6274
1693,Friday,6,2019-05-03,"4,774","3,370","2,763",607,2019-05-03,4774
1694,Saturday,7,2019-05-04,"3,437","2,462","1,999",463,2019-05-04,3437
1695,Sunday,1,2019-05-05,"4,330","3,009","2,457",552,2019-05-05,4330
1696,Monday,2,2019-05-06,"5,902","4,164","3,402",762,2019-05-06,5902
1697,Tuesday,3,2019-05-07,"6,064","4,258","3,469",789,2019-05-07,6064
1698,Wednesday,4,2019-05-08,"5,709","4,049","3,310",739,2019-05-08,5709
1699,Thursday,5,2019-05-09,"5,596","3,944","3,275",669,2019-05-09,5596
1700,Friday,6,2019-05-10,"4,498","3,144","2,494",650,2019-05-10,4498
1701,Saturday,7,2019-05-11,"3,258","2,119","1,702",417,2019-05-11,3258
1702,Sunday,1,2019-05-12,"3,571","2,565","2,070",495,2019-05-12,3571
1703,Monday,2,2019-05-13,"5,677","3,908","3,136",772,2019-05-13,5677
1704,Tuesday,3,2019-05-14,"5,534","3,669","2,977",692,2019-05-14,5534
1705,Wednesday,4,2019-05-15,"5,391","3,667","2,989",678,2019-05-15,5391
1706,Thursday,5,2019-05-16,"5,043","3,577","2,953",624,2019-05-16,5043
1707,Friday,6,2019-05-17,"3,993","2,795","2,254",541,2019-05-17,3993
1708,Saturday,7,2019-05-18,"2,565","1,876","1,545",331,2019-05-18,2565
1709,Sunday,1,2019-05-19,"3,369","2,364","1,954",410,2019-05-19,3369
1710,Monday,2,2019-05-20,"4,993","3,442","2,806",636,2019-05-20,4993
1711,Tuesday,3,2019-05-21,"4,728","3,406","2,813",593,2019-05-21,4728
1712,Wednesday,4,2019-05-22,"4,963","3,431","2,772",659,2019-05-22,4963
1713,Thursday,5,2019-05-23,"4,637","3,243","2,698",545,2019-05-23,4637
1714,Friday,6,2019-05-24,"3,694","2,559","2,070",489,2019-05-24,3694
1715,Saturday,7,2019-05-25,"2,460","1,658","1,347",311,2019-05-25,2460
1716,Sunday,1,2019-05-26,"3,006","2,064","1,693",371,2019-05-26,3006
1717,Monday,2,2019-05-27,"3,992","2,780","2,271",509,2019-05-27,3992
1718,Tuesday,3,2019-05-28,"4,960","3,403","2,767",636,2019-05-28,4960
1719,Wednesday,4,2019-05-29,"4,376","3,115","2,562",553,2019-05-29,4376
1720,Thursday,5,2019-05-30,"4,143","2,896","2,353",543,2019-05-30,4143
1721,Friday,6,2019-05-31,"3,359","2,363","1,909",454,2019-05-31,3359
1722,Saturday,7,2019-06-01,"2,218","1,474","1,221",253,2019-06-01,2218
1723,Sunday,1,2019-06-02,"2,768","1,845","1,516",329,2019-06-02,2768
1724,Monday,2,2019-06-03,"3,967","2,831","2,295",536,2019-06-03,3967
1725,Tuesday,3,2019-06-04,"4,501","3,008","2,426",582,2019-06-04,4501
1726,Wednesday,4,2019-06-05,"3,973","2,727","2,233",494,2019-06-05,3973
1727,Thursday,5,2019-06-06,"4,259","2,871","2,312",559,2019-06-06,4259
1728,Friday,6,2019-06-07,"3,181","2,313","1,869",444,2019-06-07,3181
1729,Saturday,7,2019-06-08,"2,170","1,583","1,324",259,2019-06-08,2170
1730,Sunday,1,2019-06-09,"2,810","1,930","1,586",344,2019-06-09,2810
1731,Monday,2,2019-06-10,"4,420","3,030","2,463",567,2019-06-10,4420
1732,Tuesday,3,2019-06-11,"4,793","3,258","2,664",594,2019-06-11,4793
1733,Wednesday,4,2019-06-12,"4,410","3,064","2,479",585,2019-06-12,4410
1734,Thursday,5,2019-06-13,"4,076","2,844","2,280",564,2019-06-13,4076
1735,Friday,6,2019-06-14,"3,287","2,265","1,789",476,2019-06-14,3287
1736,Saturday,7,2019-06-15,"2,176","1,467","1,201",266,2019-06-15,2176
1737,Sunday,1,2019-06-16,"2,516","1,747","1,419",328,2019-06-16,2516
1738,Monday,2,2019-06-17,"4,142","2,925","2,398",527,2019-06-17,4142
1739,Tuesday,3,2019-06-18,"4,225","3,013","2,461",552,2019-06-18,4225
1740,Wednesday,4,2019-06-19,"4,162","2,882","2,351",531,2019-06-19,4162
1741,Thursday,5,2019-06-20,"3,716","2,615","2,137",478,2019-06-20,3716
1742,Friday,6,2019-06-21,"3,333","2,275","1,853",422,2019-06-21,3333
1743,Saturday,7,2019-06-22,"1,918","1,360","1,118",242,2019-06-22,1918
1744,Sunday,1,2019-06-23,"2,344","1,621","1,317",304,2019-06-23,2344
1745,Monday,2,2019-06-24,"3,691","2,591","2,149",442,2019-06-24,3691
1746,Tuesday,3,2019-06-25,"4,035","2,770","2,247",523,2019-06-25,4035
1747,Wednesday,4,2019-06-26,"3,939","2,675","2,186",489,2019-06-26,3939
1748,Thursday,5,2019-06-27,"3,738","2,671","2,197",474,2019-06-27,3738
1749,Friday,6,2019-06-28,"2,846","2,021","1,657",364,2019-06-28,2846
1750,Saturday,7,2019-06-29,"1,733","1,199",983,216,2019-06-29,1733
1751,Sunday,1,2019-06-30,"2,184","1,494","1,240",254,2019-06-30,2184
1752,Monday,2,2019-07-01,"3,512","2,485","2,001",484,2019-07-01,3512
1753,Tuesday,3,2019-07-02,"3,675","2,636","2,163",473,2019-07-02,3675
1754,Wednesday,4,2019-07-03,"3,831","2,579","2,144",435,2019-07-03,3831
1755,Thursday,5,2019-07-04,"2,801","1,971","1,648",323,2019-07-04,2801
1756,Friday,6,2019-07-05,"2,552","1,790","1,446",344,2019-07-05,2552
1757,Saturday,7,2019-07-06,"1,950","1,291","1,110",181,2019-07-06,1950
1758,Sunday,1,2019-07-07,"2,110","1,477","1,209",268,2019-07-07,2110
1759,Monday,2,2019-07-08,"4,303","2,903","2,383",520,2019-07-08,4303
1760,Tuesday,3,2019-07-09,"3,883","2,799","2,335",464,2019-07-09,3883
1761,Wednesday,4,2019-07-10,"4,244","2,907","2,347",560,2019-07-10,4244
1762,Thursday,5,2019-07-11,"3,765","2,669","2,150",519,2019-07-11,3765
1763,Friday,6,2019-07-12,"3,286","2,276","1,816",460,2019-07-12,3286
1764,Saturday,7,2019-07-13,"1,851","1,305","1,063",242,2019-07-13,1851
1765,Sunday,1,2019-07-14,"2,580","1,754","1,433",321,2019-07-14,2580
1766,Monday,2,2019-07-15,"4,140","2,911","2,382",529,2019-07-15,4140
1767,Tuesday,3,2019-07-16,"4,076","2,785","2,285",500,2019-07-16,4076
1768,Wednesday,4,2019-07-17,"4,141","2,900","2,360",540,2019-07-17,4141
1769,Thursday,5,2019-07-18,"3,898","2,774","2,249",525,2019-07-18,3898
1770,Friday,6,2019-07-19,"3,027","2,078","1,641",437,2019-07-19,3027
1771,Saturday,7,2019-07-20,"1,831","1,271","1,033",238,2019-07-20,1831
1772,Sunday,1,2019-07-21,"2,282","1,617","1,356",261,2019-07-21,2282
1773,Monday,2,2019-07-22,"4,138","2,890","2,376",514,2019-07-22,4138
1774,Tuesday,3,2019-07-23,"4,049","2,868","2,344",524,2019-07-23,4049
1775,Wednesday,4,2019-07-24,"4,272","2,963","2,359",604,2019-07-24,4272
1776,Thursday,5,2019-07-25,"4,089","2,755","2,210",545,2019-07-25,4089
1777,Friday,6,2019-07-26,"3,277","2,264","1,842",422,2019-07-26,3277
1778,Saturday,7,2019-07-27,"1,954","1,308","1,069",239,2019-07-27,1954
1779,Sunday,1,2019-07-28,"2,111","1,509","1,239",270,2019-07-28,2111
1780,Monday,2,2019-07-29,"3,625","2,539","2,053",486,2019-07-29,3625
1781,Tuesday,3,2019-07-30,"4,415","2,906","2,386",520,2019-07-30,4415
1782,Wednesday,4,2019-07-31,"3,854","2,743","2,260",483,2019-07-31,3854
1783,Thursday,5,2019-08-01,"4,114","2,771","2,262",509,2019-08-01,4114
1784,Friday,6,2019-08-02,"3,492","2,280","1,874",406,2019-08-02,3492
1785,Saturday,7,2019-08-03,"1,849","1,312","1,096",216,2019-08-03,1849
1786,Sunday,1,2019-08-04,"2,239","1,630","1,347",283,2019-08-04,2239
1787,Monday,2,2019-08-05,"3,976","2,664","2,191",473,2019-08-05,3976
1788,Tuesday,3,2019-08-06,"4,061","2,833","2,284",549,2019-08-06,4061
1789,Wednesday,4,2019-08-07,"3,702","2,675","2,215",460,2019-08-07,3702
1790,Thursday,5,2019-08-08,"3,622","2,553","2,112",441,2019-08-08,3622
1791,Friday,6,2019-08-09,"3,039","2,033","1,660",373,2019-08-09,3039
1792,Saturday,7,2019-08-10,"1,848","1,265","1,049",216,2019-08-10,1848
1793,Sunday,1,2019-08-11,"2,082","1,502","1,242",260,2019-08-11,2082
1794,Monday,2,2019-08-12,"3,807","2,574","2,121",453,2019-08-12,3807
1795,Tuesday,3,2019-08-13,"3,993","2,667","2,215",452,2019-08-13,3993
1796,Wednesday,4,2019-08-14,"3,567","2,517","2,087",430,2019-08-14,3567
1797,Thursday,5,2019-08-15,"3,484","2,450","2,046",404,2019-08-15,3484
1798,Friday,6,2019-08-16,"2,994","2,022","1,663",359,2019-08-16,2994
1799,Saturday,7,2019-08-17,"1,793","1,276","1,074",202,2019-08-17,1793
1800,Sunday,1,2019-08-18,"2,422","1,721","1,477",244,2019-08-18,2422
1801,Monday,2,2019-08-19,"4,070","2,847","2,371",476,2019-08-19,4070
1802,Tuesday,3,2019-08-20,"3,987","2,800","2,293",507,2019-08-20,3987
1803,Wednesday,4,2019-08-21,"3,355","2,407","1,963",444,2019-08-21,3355
1804,Thursday,5,2019-08-22,"2,925","1,959","1,627",332,2019-08-22,2925
1805,Friday,6,2019-08-23,"3,010","2,143","1,769",374,2019-08-23,3010
1806,Saturday,7,2019-08-24,"1,896","1,380","1,151",229,2019-08-24,1896
1807,Sunday,1,2019-08-25,"2,501","1,791","1,497",294,2019-08-25,2501
1808,Monday,2,2019-08-26,"3,851","2,714","2,257",457,2019-08-26,3851
1809,Tuesday,3,2019-08-27,"4,403","3,075","2,622",453,2019-08-27,4403
1810,Wednesday,4,2019-08-28,"4,627","3,125","2,623",502,2019-08-28,4627
1811,Thursday,5,2019-08-29,"4,221","2,982","2,477",505,2019-08-29,4221
1812,Friday,6,2019-08-30,"3,025","2,102","1,727",375,2019-08-30,3025
1813,Saturday,7,2019-08-31,"1,998","1,386","1,179",207,2019-08-31,1998
1814,Sunday,1,2019-09-01,"2,297","1,645","1,414",231,2019-09-01,2297
1815,Monday,2,2019-09-02,"3,192","2,272","1,910",362,2019-09-02,3192
1816,Tuesday,3,2019-09-03,"4,087","2,921","2,434",487,2019-09-03,4087
1817,Wednesday,4,2019-09-04,"4,787","3,348","2,842",506,2019-09-04,4787
1818,Thursday,5,2019-09-05,"4,483","3,078","2,570",508,2019-09-05,4483
1819,Friday,6,2019-09-06,"3,571","2,483","2,095",388,2019-09-06,3571
1820,Saturday,7,2019-09-07,"2,263","1,566","1,343",223,2019-09-07,2263
1821,Sunday,1,2019-09-08,"2,948","2,118","1,827",291,2019-09-08,2948
1822,Monday,2,2019-09-09,"4,521","3,287","2,785",502,2019-09-09,4521
1823,Tuesday,3,2019-09-10,"4,563","3,251","2,758",493,2019-09-10,4563
1824,Wednesday,4,2019-09-11,"4,598","3,365","2,901",464,2019-09-11,4598
1825,Thursday,5,2019-09-12,"4,603","3,356","2,868",488,2019-09-12,4603
1826,Friday,6,2019-09-13,"3,349","2,508","2,121",387,2019-09-13,3349
1827,Saturday,7,2019-09-14,"2,437","1,716","1,451",265,2019-09-14,2437
1828,Sunday,1,2019-09-15,"3,188","2,367","2,082",285,2019-09-15,3188
1829,Monday,2,2019-09-16,"5,291","3,839","3,280",559,2019-09-16,5291
1830,Tuesday,3,2019-09-17,"5,477","3,815","3,273",542,2019-09-17,5477
1831,Wednesday,4,2019-09-18,"5,257","3,726","3,222",504,2019-09-18,5257
1832,Thursday,5,2019-09-19,"5,000","3,500","3,028",472,2019-09-19,5000
1833,Friday,6,2019-09-20,"3,890","2,822","2,407",415,2019-09-20,3890
1834,Saturday,7,2019-09-21,"2,654","1,994","1,739",255,2019-09-21,2654
1835,Sunday,1,2019-09-22,"3,656","2,640","2,328",312,2019-09-22,3656
1836,Monday,2,2019-09-23,"5,223","3,804","3,291",513,2019-09-23,5223
1837,Tuesday,3,2019-09-24,"5,276","3,826","3,287",539,2019-09-24,5276
1838,Wednesday,4,2019-09-25,"5,476","3,838","3,306",532,2019-09-25,5476
1839,Thursday,5,2019-09-26,"5,196","3,718","3,208",510,2019-09-26,5196
1840,Friday,6,2019-09-27,"4,052","2,863","2,448",415,2019-09-27,4052
1841,Saturday,7,2019-09-28,"2,635","1,945","1,696",249,2019-09-28,2635
1842,Sunday,1,2019-09-29,"4,076","2,895","2,541",354,2019-09-29,4076
1843,Monday,2,2019-09-30,"5,167","3,754","3,216",538,2019-09-30,5167
1844,Tuesday,3,2019-10-01,"4,972","3,634","3,082",552,2019-10-01,4972
1845,Wednesday,4,2019-10-02,"5,143","3,683","3,209",474,2019-10-02,5143
1846,Thursday,5,2019-10-03,"4,753","3,454","2,941",513,2019-10-03,4753
1847,Friday,6,2019-10-04,"3,795","2,854","2,440",414,2019-10-04,3795
1848,Saturday,7,2019-10-05,"2,920","2,118","1,827",291,2019-10-05,2920
1849,Sunday,1,2019-10-06,"3,950","2,850","2,471",379,2019-10-06,3950
1850,Monday,2,2019-10-07,"5,493","3,929","3,432",497,2019-10-07,5493
1851,Tuesday,3,2019-10-08,"5,652","4,186","3,705",481,2019-10-08,5652
1852,Wednesday,4,2019-10-09,"5,617","3,936","3,388",548,2019-10-09,5617
1853,Thursday,5,2019-10-10,"5,234","3,802","3,261",541,2019-10-10,5234
1854,Friday,6,2019-10-11,"4,118","3,147","2,674",473,2019-10-11,4118
1855,Saturday,7,2019-10-12,"2,863","2,111","1,803",308,2019-10-12,2863
1856,Sunday,1,2019-10-13,"4,032","3,013","2,645",368,2019-10-13,4032
1857,Monday,2,2019-10-14,"5,476","4,022","3,466",556,2019-10-14,5476
1858,Tuesday,3,2019-10-15,"5,542","4,117","3,572",545,2019-10-15,5542
1859,Wednesday,4,2019-10-16,"5,340","3,966","3,403",563,2019-10-16,5340
1860,Thursday,5,2019-10-17,"5,388","3,905","3,333",572,2019-10-17,5388
1861,Friday,6,2019-10-18,"4,309","3,097","2,675",422,2019-10-18,4309
1862,Saturday,7,2019-10-19,"3,117","2,223","1,897",326,2019-10-19,3117
1863,Sunday,1,2019-10-20,"4,234","3,081","2,679",402,2019-10-20,4234
1864,Monday,2,2019-10-21,"5,698","4,144","3,507",637,2019-10-21,5698
1865,Tuesday,3,2019-10-22,"5,721","4,132","3,536",596,2019-10-22,5721
1866,Wednesday,4,2019-10-23,"6,018","4,446","3,823",623,2019-10-23,6018
1867,Thursday,5,2019-10-24,"5,563","3,995","3,397",598,2019-10-24,5563
1868,Friday,6,2019-10-25,"4,159","2,961","2,461",500,2019-10-25,4159
1869,Saturday,7,2019-10-26,"2,732","2,057","1,753",304,2019-10-26,2732
1870,Sunday,1,2019-10-27,"3,901","2,854","2,460",394,2019-10-27,3901
1871,Monday,2,2019-10-28,"5,749","4,120","3,529",591,2019-10-28,5749
1872,Tuesday,3,2019-10-29,"5,821","4,140","3,576",564,2019-10-29,5821
1873,Wednesday,4,2019-10-30,"5,647","4,059","3,452",607,2019-10-30,5647
1874,Thursday,5,2019-10-31,"5,219","3,689","3,180",509,2019-10-31,5219
1875,Friday,6,2019-11-01,"4,054","3,010","2,604",406,2019-11-01,4054
1876,Saturday,7,2019-11-02,"2,815","2,170","1,889",281,2019-11-02,2815
1877,Sunday,1,2019-11-03,"4,253","3,063","2,603",460,2019-11-03,4253
1878,Monday,2,2019-11-04,"5,816","4,184","3,640",544,2019-11-04,5816
1879,Tuesday,3,2019-11-05,"5,843","4,176","3,549",627,2019-11-05,5843
1880,Wednesday,4,2019-11-06,"6,058","4,351","3,672",679,2019-11-06,6058
1881,Thursday,5,2019-11-07,"6,291","4,489","3,810",679,2019-11-07,6291
1882,Friday,6,2019-11-08,"4,604","3,357","2,839",518,2019-11-08,4604
1883,Saturday,7,2019-11-09,"3,354","2,337","2,000",337,2019-11-09,3354
1884,Sunday,1,2019-11-10,"4,190","3,075","2,634",441,2019-11-10,4190
1885,Monday,2,2019-11-11,"5,931","4,194","3,573",621,2019-11-11,5931
1886,Tuesday,3,2019-11-12,"6,443","4,589","3,877",712,2019-11-12,6443
1887,Wednesday,4,2019-11-13,"5,805","4,275","3,572",703,2019-11-13,5805
1888,Thursday,5,2019-11-14,"5,753","4,172","3,569",603,2019-11-14,5753
1889,Friday,6,2019-11-15,"4,709","3,452","2,927",525,2019-11-15,4709
1890,Saturday,7,2019-11-16,"3,418","2,506","2,136",370,2019-11-16,3418
1891,Sunday,1,2019-11-17,"4,821","3,387","2,872",515,2019-11-17,4821
1892,Monday,2,2019-11-18,"6,444","4,699","3,985",714,2019-11-18,6444
1893,Tuesday,3,2019-11-19,"6,607","4,772","4,119",653,2019-11-19,6607
1894,Wednesday,4,2019-11-20,"6,726","4,781","4,115",666,2019-11-20,6726
1895,Thursday,5,2019-11-21,"6,334","4,462","3,840",622,2019-11-21,6334
1896,Friday,6,2019-11-22,"4,575","3,214","2,724",490,2019-11-22,4575
1897,Saturday,7,2019-11-23,"3,414","2,474","2,118",356,2019-11-23,3414
1898,Sunday,1,2019-11-24,"4,535","3,242","2,787",455,2019-11-24,4535
1899,Monday,2,2019-11-25,"5,970","4,467","3,836",631,2019-11-25,5970
1900,Tuesday,3,2019-11-26,"5,630","4,115","3,522",593,2019-11-26,5630
1901,Wednesday,4,2019-11-27,"5,384","3,823","3,225",598,2019-11-27,5384
1902,Thursday,5,2019-11-28,"4,201","3,223","2,747",476,2019-11-28,4201
1903,Friday,6,2019-11-29,"3,799","2,947","2,504",443,2019-11-29,3799
1904,Saturday,7,2019-11-30,"3,301","2,443","2,053",390,2019-11-30,3301
1905,Sunday,1,2019-12-01,"4,420","3,308","2,849",459,2019-12-01,4420
1906,Monday,2,2019-12-02,"6,384","4,674","4,031",643,2019-12-02,6384
1907,Tuesday,3,2019-12-03,"6,964","4,975","4,285",690,2019-12-03,6964
1908,Wednesday,4,2019-12-04,"6,957","4,959","4,252",707,2019-12-04,6957
1909,Thursday,5,2019-12-05,"6,350","4,671","3,989",682,2019-12-05,6350
1910,Friday,6,2019-12-06,"5,324","3,796","3,258",538,2019-12-06,5324
1911,Saturday,7,2019-12-07,"3,795","2,760","2,362",398,2019-12-07,3795
1912,Sunday,1,2019-12-08,"5,013","3,636","3,159",477,2019-12-08,5013
1913,Monday,2,2019-12-09,"7,005","5,250","4,569",681,2019-12-09,7005
1914,Tuesday,3,2019-12-10,"6,606","4,791","4,131",660,2019-12-10,6606
1915,Wednesday,4,2019-12-11,"6,686","4,902","4,240",662,2019-12-11,6686
1916,Thursday,5,2019-12-12,"6,163","4,533","3,871",662,2019-12-12,6163
1917,Friday,6,2019-12-13,"4,581","3,272","2,801",471,2019-12-13,4581
1918,Saturday,7,2019-12-14,"2,930","2,240","1,958",282,2019-12-14,2930
1919,Sunday,1,2019-12-15,"3,585","2,672","2,280",392,2019-12-15,3585
1920,Monday,2,2019-12-16,"4,925","3,653","3,128",525,2019-12-16,4925
1921,Tuesday,3,2019-12-17,"4,743","3,441","2,895",546,2019-12-17,4743
1922,Wednesday,4,2019-12-18,"4,716","3,390","2,918",472,2019-12-18,4716
1923,Thursday,5,2019-12-19,"3,793","2,821","2,381",440,2019-12-19,3793
1924,Friday,6,2019-12-20,"2,688","1,906","1,583",323,2019-12-20,2688
1925,Saturday,7,2019-12-21,"1,682","1,177","1,020",157,2019-12-21,1682
1926,Sunday,1,2019-12-22,"1,880","1,411","1,190",221,2019-12-22,1880
1927,Monday,2,2019-12-23,"2,451","1,738","1,442",296,2019-12-23,2451
1928,Tuesday,3,2019-12-24,"1,644","1,197",977,220,2019-12-24,1644
1929,Wednesday,4,2019-12-25,"1,483","1,027",851,176,2019-12-25,1483
1930,Thursday,5,2019-12-26,"1,864","1,355","1,102",253,2019-12-26,1864
1931,Friday,6,2019-12-27,"1,927","1,319","1,109",210,2019-12-27,1927
1932,Saturday,7,2019-12-28,"1,679","1,219","1,019",200,2019-12-28,1679
1933,Sunday,1,2019-12-29,"1,962","1,299","1,111",188,2019-12-29,1962
1934,Monday,2,2019-12-30,"2,469","1,762","1,479",283,2019-12-30,2469
1935,Tuesday,3,2019-12-31,"1,750","1,192","1,005",187,2019-12-31,1750
1936,Wednesday,4,2020-01-01,"1,554","1,105",870,235,2020-01-01,1554
1937,Thursday,5,2020-01-02,"2,820","2,083","1,754",329,2020-01-02,2820
1938,Friday,6,2020-01-03,"2,970","2,180","1,859",321,2020-01-03,2970
1939,Saturday,7,2020-01-04,"2,111","1,526","1,300",226,2020-01-04,2111
1940,Sunday,1,2020-01-05,"2,393","1,788","1,514",274,2020-01-05,2393
1941,Monday,2,2020-01-06,"3,704","2,770","2,341",429,2020-01-06,3704
1942,Tuesday,3,2020-01-07,"3,760","2,915","2,492",423,2020-01-07,3760
1943,Wednesday,4,2020-01-08,"3,698","2,844","2,402",442,2020-01-08,3698
1944,Thursday,5,2020-01-09,"4,243","3,374","2,910",464,2020-01-09,4243
1945,Friday,6,2020-01-10,"3,177","2,415","2,043",372,2020-01-10,3177
1946,Saturday,7,2020-01-11,"2,361","1,834","1,581",253,2020-01-11,2361
1947,Sunday,1,2020-01-12,"2,762","2,238","1,961",277,2020-01-12,2762
1948,Monday,2,2020-01-13,"4,298","3,242","2,727",515,2020-01-13,4298
1949,Tuesday,3,2020-01-14,"3,838","2,884","2,450",434,2020-01-14,3838
1950,Wednesday,4,2020-01-15,"3,754","2,864","2,470",394,2020-01-15,3754
1951,Thursday,5,2020-01-16,"3,817","2,951","2,510",441,2020-01-16,3817
1952,Friday,6,2020-01-17,"3,175","2,419","2,006",413,2020-01-17,3175
1953,Saturday,7,2020-01-18,"2,336","1,927","1,681",246,2020-01-18,2336
1954,Sunday,1,2020-01-19,"2,597","2,031","1,717",314,2020-01-19,2597
1955,Monday,2,2020-01-20,"3,715","2,948","2,505",443,2020-01-20,3715
1956,Tuesday,3,2020-01-21,"4,459","3,501","3,017",484,2020-01-21,4459
1957,Wednesday,4,2020-01-22,"4,483","3,552","3,079",473,2020-01-22,4483
1958,Thursday,5,2020-01-23,"4,225","3,295","2,805",490,2020-01-23,4225
1959,Friday,6,2020-01-24,"3,111","2,484","2,131",353,2020-01-24,3111
1960,Saturday,7,2020-01-25,"2,353","1,784","1,535",249,2020-01-25,2353
1961,Sunday,1,2020-01-26,"3,198","2,520","2,213",307,2020-01-26,3198
1962,Monday,2,2020-01-27,"4,432","3,539","3,058",481,2020-01-27,4432
1963,Tuesday,3,2020-01-28,"4,664","3,654","3,148",506,2020-01-28,4664
1964,Wednesday,4,2020-01-29,"4,471","3,544","3,025",519,2020-01-29,4471
1965,Thursday,5,2020-01-30,"4,486","3,499","3,031",468,2020-01-30,4486
1966,Friday,6,2020-01-31,"3,527","2,704","2,304",400,2020-01-31,3527
1967,Saturday,7,2020-02-01,"2,514","1,995","1,728",267,2020-02-01,2514
1968,Sunday,1,2020-02-02,"2,993","2,409","2,106",303,2020-02-02,2993
1969,Monday,2,2020-02-03,"4,728","3,694","3,174",520,2020-02-03,4728
1970,Tuesday,3,2020-02-04,"4,883","3,982","3,472",510,2020-02-04,4883
1971,Wednesday,4,2020-02-05,"5,071","4,061","3,528",533,2020-02-05,5071
1972,Thursday,5,2020-02-06,"4,638","3,715","3,217",498,2020-02-06,4638
1973,Friday,6,2020-02-07,"3,757","2,942","2,512",430,2020-02-07,3757
1974,Saturday,7,2020-02-08,"2,761","2,193","1,890",303,2020-02-08,2761
1975,Sunday,1,2020-02-09,"3,423","2,849","2,498",351,2020-02-09,3423
1976,Monday,2,2020-02-10,"5,066","4,016","3,464",552,2020-02-10,5066
1977,Tuesday,3,2020-02-11,"4,928","4,045","3,499",546,2020-02-11,4928
1978,Wednesday,4,2020-02-12,"4,996","4,019","3,497",522,2020-02-12,4996
1979,Thursday,5,2020-02-13,"5,004","3,823","3,188",635,2020-02-13,5004
1980,Friday,6,2020-02-14,"3,675","2,949","2,529",420,2020-02-14,3675
1981,Saturday,7,2020-02-15,"2,556","2,024","1,757",267,2020-02-15,2556
1982,Sunday,1,2020-02-16,"3,732","2,808","2,361",447,2020-02-16,3732
1983,Monday,2,2020-02-17,"4,958","3,951","3,382",569,2020-02-17,4958
1984,Tuesday,3,2020-02-18,"4,869","3,806","3,273",533,2020-02-18,4869
1985,Wednesday,4,2020-02-19,"5,224","4,042","3,495",547,2020-02-19,5224
1986,Thursday,5,2020-02-20,"4,890","3,748","3,212",536,2020-02-20,4890
1987,Friday,6,2020-02-21,"3,678","2,914","2,528",386,2020-02-21,3678
1988,Saturday,7,2020-02-22,"2,456","2,025","1,759",266,2020-02-22,2456
1989,Sunday,1,2020-02-23,"3,444","2,708","2,387",321,2020-02-23,3444
1990,Monday,2,2020-02-24,"5,000","3,974","3,390",584,2020-02-24,5000
1991,Tuesday,3,2020-02-25,"5,496","4,210","3,601",609,2020-02-25,5496
1992,Wednesday,4,2020-02-26,"5,059","4,014","3,468",546,2020-02-26,5059
1993,Thursday,5,2020-02-27,"4,813","3,759","3,247",512,2020-02-27,4813
1994,Friday,6,2020-02-28,"3,810","3,052","2,569",483,2020-02-28,3810
1995,Saturday,7,2020-02-29,"2,682","2,169","1,858",311,2020-02-29,2682
1996,Sunday,1,2020-03-01,"3,332","2,754","2,379",375,2020-03-01,3332
1997,Monday,2,2020-03-02,"4,872","3,801","3,264",537,2020-03-02,4872
1998,Tuesday,3,2020-03-03,"5,097","3,956","3,452",504,2020-03-03,5097
1999,Wednesday,4,2020-03-04,"4,714","3,591","3,118",473,2020-03-04,4714
2000,Thursday,5,2020-03-05,"5,048","3,994","3,428",566,2020-03-05,5048
2001,Friday,6,2020-03-06,"3,698","2,843","2,386",457,2020-03-06,3698
2002,Saturday,7,2020-03-07,"2,670","2,095","1,798",297,2020-03-07,2670
2003,Sunday,1,2020-03-08,"3,416","2,743","2,362",381,2020-03-08,3416
2004,Monday,2,2020-03-09,"4,731","3,830","3,269",561,2020-03-09,4731
2005,Tuesday,3,2020-03-10,"4,820","3,718","3,169",549,2020-03-10,4820
2006,Wednesday,4,2020-03-11,"4,813","3,711","3,182",529,2020-03-11,4813
2007,Thursday,5,2020-03-12,"4,393","3,508","2,952",556,2020-03-12,4393
2008,Friday,6,2020-03-13,"3,316","2,613","2,172",441,2020-03-13,3316
2009,Saturday,7,2020-03-14,"2,416","1,888","1,569",319,2020-03-14,2416
2010,Sunday,1,2020-03-15,"2,934","2,251","1,937",314,2020-03-15,2934
2011,Monday,2,2020-03-16,"2,732","2,157","1,809",348,2020-03-16,2732
2012,Tuesday,3,2020-03-17,"3,805","3,007","2,525",482,2020-03-17,3805
2013,Wednesday,4,2020-03-18,"3,748","2,976","2,508",468,2020-03-18,3748
2014,Thursday,5,2020-03-19,"3,678","2,883","2,471",412,2020-03-19,3678
2015,Friday,6,2020-03-20,"3,322","2,647","2,239",408,2020-03-20,3322
2016,Saturday,7,2020-03-21,"2,701","2,049","1,749",300,2020-03-21,2701
2017,Sunday,1,2020-03-22,"3,263","2,469","2,120",349,2020-03-22,3263
